school_year,district_id,school_number,core_code,grade_level,Student enrollment
2018,800,712,35020013040,11,4
2018,947,712,35020000007,11,32
2018,1222,712,35020000007,11,6
2018,1222,712,35020000030,11,24
2018,1222,712,35020000040,11,13
2018,1222,712,35020000045,11,12
2018,122,712,35020000007,12,36
2018,122,712,35020000030,12,11
2018,308,712,35020000041,12,1
2018,308,712,35020000060,12,1
2018,456,712,35020000007,12,2
2018,635,712,35020000030,12,4
2018,800,712,35020000007,12,28
2018,800,712,35020000008,12,4
2018,800,712,35020000030,12,19
2018,800,712,35020000040,12,5
2018,800,712,35020000060,12,10
2018,800,712,35020013030,12,6
2018,800,712,35020013040,12,3
2018,947,712,35020000007,12,25
2018,1222,712,35020000007,12,8
2018,1222,712,35020000030,12,39
2018,1222,712,35020000040,12,5
2018,1222,712,35020000045,12,9
2018,1222,712,35020013030,12,1
2015,422,714,35020000007,9,13
2015,480,714,35020000007,9,20
2015,422,714,35020000007,10,26
2015,422,714,35020000007,11,14
2015,480,714,35020000007,11,2
2015,308,714,35020000060,12,1
2015,422,714,35020000007,12,7
2015,480,714,35020000007,12,18
2016,422,714,35020000007,9,6
2016,480,714,35020000007,9,103
2016,308,714,35020000007,10,5
2016,422,714,35020000007,10,10
2016,480,714,35020000007,10,31
2016,308,714,35020000007,11,5
2016,422,714,35020000007,11,10
2016,480,714,35020000007,11,14
2016,308,714,35020000007,12,6
2016,308,714,35020000060,12,1
2016,422,714,35020000007,12,3
2016,480,714,35020000007,12,9
2017,422,714,35020000007,9,4
2017,480,714,35020000007,9,98
2017,308,714,35020000007,10,14
2017,422,714,35020000007,10,8
2017,480,714,35020000007,10,32
2017,308,714,35020000007,11,6
2017,308,714,35020000030,11,5
2017,308,714,35020000035,11,1
2017,308,714,35020013030,11,3
2017,308,714,35020013040,11,2
2017,422,714,35020000007,11,6
2017,480,714,35020000007,11,11
2017,308,714,35020000007,12,12
2017,308,714,35020000030,12,3
2017,308,714,35020000060,12,1
2017,308,714,35020013030,12,2
2017,308,714,35020013040,12,2
2017,422,714,35020000007,12,7
2017,480,714,35020000007,12,17
2018,480,714,35020000007,9,552
2018,308,714,35020000007,10,35
2018,308,714,35020000060,10,11
2018,480,714,35020000007,10,123
2018,308,714,35020000007,11,31
2018,308,714,35020000030,11,10
2018,308,714,35020000060,11,10
2018,308,714,35020013030,11,13
2018,480,714,35020000007,11,60
2018,308,714,35020000007,12,27
2018,308,714,35020000030,12,13
2018,308,714,35020000045,12,1
2018,308,714,35020000060,12,15
2018,308,714,35020013030,12,18
2018,480,714,35020000007,12,42
2015,1107,716,35020000007,9,6
2015,1107,716,35020000030,9,38
2015,1107,716,35020000040,9,4
2015,1107,716,35020000045,9,10
2015,1107,716,35020000048,9,12
2015,122,716,35020000007,10,116
2015,122,716,35020000030,10,21
2015,122,716,35020013030,10,22
2015,308,716,35020000007,10,9
2015,308,716,35020000030,10,2
2015,1002,716,35020000060,10,20
2015,1107,716,35020000007,10,155
2015,1107,716,35020000030,10,16
2015,1107,716,35020000040,10,15
2015,1107,716,35020000045,10,26
2015,1107,716,35020000048,10,10
2015,122,716,35020000007,11,13
2015,122,716,35020000030,11,1
2015,122,716,35020000040,11,1
2015,122,716,35020013030,11,2
2015,122,716,35020013040,11,1
2015,308,716,35020000007,11,4
2015,308,716,35020000030,11,21
2015,653,716,35020000030,11,1
2015,653,716,35020000040,11,1
2015,1002,716,35020000060,11,9
2015,1107,716,35020000007,11,16
2015,1107,716,35020000030,11,9
2015,1107,716,35020000040,11,4
2015,1107,716,35020000045,11,23
2015,1107,716,35020000048,11,12
2015,122,716,35020000007,12,16
2015,122,716,35020000030,12,5
2015,122,716,35020000040,12,2
2015,122,716,35020013030,12,15
2015,308,716,35020000007,12,5
2015,308,716,35020000030,12,24
2015,308,716,35020000040,12,4
2015,1002,716,35020000060,12,6
2015,1107,716,35020000007,12,41
2015,1107,716,35020000030,12,13
2015,1107,716,35020000040,12,8
2015,1107,716,35020000045,12,16
2015,1107,716,35020000048,12,8
2016,1107,716,35020000007,9,19
2016,1107,716,35020000030,9,45
2016,1107,716,35020000040,9,4
2016,1107,716,35020000045,9,17
2016,1107,716,35020000048,9,14
2016,1107,716,35020000051,9,2
2016,122,716,35020000007,10,85
2016,122,716,35020000030,10,14
2016,122,716,35020013030,10,11
2016,308,716,35020000007,10,19
2016,308,716,35020000030,10,14
2016,480,716,35020000007,10,24
2016,1002,716,35020000060,10,11
2016,1107,716,35020000007,10,251
2016,1107,716,35020000030,10,7
2016,1107,716,35020000040,10,9
2016,1107,716,35020000045,10,21
2016,1107,716,35020000048,10,5
2016,1107,716,35020000051,10,3
2016,122,716,35020000007,11,19
2016,122,716,35020000030,11,11
2016,122,716,35020000040,11,7
2016,122,716,35020013030,11,10
2016,122,716,35020013040,11,6
2016,308,716,35020000007,11,18
2016,308,716,35020000030,11,30
2016,480,716,35020000007,11,8
2016,1002,716,35020000060,11,15
2016,1107,716,35020000007,11,53
2016,1107,716,35020000030,11,10
2016,1107,716,35020000040,11,6
2016,1107,716,35020000045,11,20
2016,1107,716,35020000048,11,9
2016,1107,716,35020000051,11,8
2016,122,716,35020000007,12,10
2016,122,716,35020000030,12,8
2016,122,716,35020000040,12,2
2016,122,716,35020000041,12,1
2016,122,716,35020013030,12,2
2016,308,716,35020000007,12,16
2016,308,716,35020000030,12,45
2016,308,716,35020000040,12,14
2016,480,716,35020000007,12,10
2016,1002,716,35020000007,12,2
2016,1002,716,35020000045,12,2
2016,1002,716,35020000060,12,8
2016,1107,716,35020000007,12,46
2016,1107,716,35020000030,12,6
2016,1107,716,35020000040,12,3
2016,1107,716,35020000045,12,9
2016,1107,716,35020000048,12,4
2016,1107,716,35020000051,12,2
2017,1107,716,35020000007,9,181
2017,1107,716,35020000030,9,31
2017,1107,716,35020000040,9,1
2017,1107,716,35020000045,9,8
2017,1107,716,35020000048,9,9
2017,122,716,35020000007,10,121
2017,122,716,35020000030,10,19
2017,122,716,35020000048,10,7
2017,122,716,35020013030,10,7
2017,308,716,35020000007,10,9
2017,308,716,35020000030,10,15
2017,480,716,35020000007,10,29
2017,480,716,35020000034,10,4
2017,1002,716,35020000060,10,12
2017,1107,716,35020000007,10,386
2017,1107,716,35020000030,10,17
2017,1107,716,35020000040,10,5
2017,1107,716,35020000045,10,10
2017,1107,716,35020000048,10,8
2017,1107,716,35020000051,10,6
2017,122,716,35020000007,11,26
2017,122,716,35020000030,11,15
2017,122,716,35020000048,11,4
2017,122,716,35020013030,11,8
2017,308,716,35020000007,11,5
2017,308,716,35020000030,11,21
2017,308,716,35020000040,11,9
2017,308,716,35020000060,11,1
2017,480,716,35020000007,11,19
2017,480,716,35020000034,11,6
2017,1002,716,35020000060,11,8
2017,1107,716,35020000007,11,97
2017,1107,716,35020000030,11,17
2017,1107,716,35020000040,11,4
2017,1107,716,35020000045,11,9
2017,1107,716,35020000048,11,6
2017,1107,716,35020000051,11,2
2017,122,716,35020000007,12,24
2017,122,716,35020000030,12,8
2017,122,716,35020000048,12,7
2017,122,716,35020013030,12,10
2017,308,716,35020000007,12,10
2017,308,716,35020000030,12,24
2017,308,716,35020000040,12,18
2017,308,716,35020000060,12,2
2017,480,716,35020000007,12,20
2017,480,716,35020000034,12,10
2017,1002,716,35020000060,12,11
2017,1107,716,35020000007,12,99
2017,1107,716,35020000030,12,10
2017,1107,716,35020000040,12,4
2017,1107,716,35020000045,12,12
2017,1107,716,35020000048,12,4
2017,1107,716,35020000051,12,1
2018,122,716,35020000007,9,7
2018,1107,716,35020000007,9,82
2018,1107,716,35020000030,9,28
2018,1107,716,35020000035,9,36
2018,1107,716,35020000045,9,5
2018,1107,716,35020000048,9,2
2018,122,716,35020000007,10,100
2018,122,716,35020000030,10,11
2018,122,716,35020000048,10,6
2018,122,716,35020013030,10,4
2018,308,716,35020000007,10,26
2018,308,716,35020000030,10,21
2018,480,716,35020000007,10,31
2018,480,716,35020000034,10,2
2018,1002,716,35020000060,10,4
2018,1107,716,35020000007,10,155
2018,1107,716,35020000030,10,13
2018,1107,716,35020000035,10,78
2018,1107,716,35020000040,10,5
2018,1107,716,35020000045,10,15
2018,1107,716,35020000048,10,5
2018,122,716,35020000007,11,26
2018,122,716,35020000030,11,16
2018,122,716,35020000048,11,12
2018,122,716,35020013030,11,7
2018,308,716,35020000007,11,15
2018,308,716,35020000030,11,28
2018,308,716,35020000040,11,5
2018,308,716,35020000048,11,4
2018,480,716,35020000007,11,18
2018,480,716,35020000034,11,2
2018,1002,716,35020000030,11,1
2018,1002,716,35020000060,11,10
2018,1107,716,35020000007,11,64
2018,1107,716,35020000030,11,15
2018,1107,716,35020000035,11,9
2018,1107,716,35020000040,11,1
2018,1107,716,35020000045,11,20
2018,1107,716,35020000048,11,8
2018,1107,716,35020000051,11,6
2018,122,716,35020000007,12,19
2018,122,716,35020000030,12,16
2018,122,716,35020000048,12,8
2018,122,716,35020013030,12,12
2018,308,716,35020000007,12,19
2018,308,716,35020000030,12,30
2018,308,716,35020000040,12,14
2018,308,716,35020000041,12,1
2018,308,716,35020000048,12,12
2018,308,716,35020000060,12,2
2018,480,716,35020000007,12,13
2018,480,716,35020000034,12,10
2018,653,716,35020000040,12,1
2018,653,716,35020013030,12,1
2018,1002,716,35020000030,12,2
2018,1002,716,35020000060,12,5
2018,1107,716,35020000007,12,69
2018,1107,716,35020000030,12,8
2018,1107,716,35020000035,12,13
2018,1107,716,35020000040,12,2
2018,1107,716,35020000045,12,8
2018,1107,716,35020000048,12,8
2018,1107,716,35020000051,12,1
2015,122,718,35020000030,10,14
2015,122,718,35020000040,10,2
2015,480,718,35020000030,10,28
2015,122,718,35020000030,11,9
2015,122,718,35020000040,11,9
2015,480,718,35020000030,11,14
2015,480,718,35020000040,11,3
2015,653,718,35020000030,11,1
2015,653,718,35020000040,11,1
2015,653,718,35020000048,11,2
2015,653,718,35020000060,11,1
2015,653,718,35020013030,11,2
2015,653,718,35020013040,11,2
2015,122,718,35020000030,12,9
2015,122,718,35020000040,12,7
2015,480,718,35020000030,12,12
2015,480,718,35020000040,12,10
2015,653,718,35020000048,12,2
2015,653,718,35020000055,12,2
2015,653,718,35020000060,12,4
2015,653,718,35020000065,12,3
2015,653,718,35020013030,12,2
2015,653,718,35020013040,12,2
2016,122,718,35020000041,9,1
2016,122,718,35020000030,10,10
2016,122,718,35020000041,10,3
2016,480,718,35020000007,10,124
2016,480,718,35020000030,10,30
2016,653,718,35020000007,10,15
2016,653,718,35020000030,10,9
2016,122,718,35020000030,11,11
2016,122,718,35020000041,11,7
2016,480,718,35020000007,11,42
2016,480,718,35020000030,11,4
2016,480,718,35020000040,11,14
2016,653,718,35020000007,11,8
2016,653,718,35020000030,11,14
2016,653,718,35020000055,11,2
2016,653,718,35020000060,11,3
2016,653,718,35020000065,11,2
2016,122,718,35020000030,12,11
2016,122,718,35020000041,12,11
2016,480,718,35020000007,12,35
2016,480,718,35020000030,12,6
2016,480,718,35020000040,12,4
2016,653,718,35020000007,12,9
2016,653,718,35020000030,12,17
2016,653,718,35020000040,12,6
2016,653,718,35020000045,12,2
2016,653,718,35020000055,12,2
2016,653,718,35020000060,12,5
2016,653,718,35020000065,12,3
2016,653,718,35020013030,12,4
2017,122,718,35020000030,10,16
2017,122,718,35020000041,10,4
2017,122,718,35020000060,10,22
2017,480,718,35020000007,10,100
2017,480,718,35020000008,10,3
2017,480,718,35020000030,10,13
2017,653,718,35020000007,10,21
2017,653,718,35020000030,10,16
2017,122,718,35020000030,11,10
2017,122,718,35020000041,11,5
2017,122,718,35020000060,11,12
2017,480,718,35020000007,11,35
2017,480,718,35020000008,11,8
2017,480,718,35020000030,11,5
2017,480,718,35020000040,11,6
2017,653,718,35020000007,11,14
2017,653,718,35020000030,11,11
2017,653,718,35020000040,11,2
2017,653,718,35020000048,11,2
2017,653,718,35020000055,11,1
2017,653,718,35020000065,11,1
2017,653,718,35020013030,11,3
2017,122,718,35020000030,12,6
2017,122,718,35020000041,12,14
2017,122,718,35020000060,12,6
2017,480,718,35020000007,12,46
2017,480,718,35020000008,12,6
2017,480,718,35020000030,12,5
2017,480,718,35020000040,12,6
2017,653,718,35020000007,12,12
2017,653,718,35020000030,12,6
2017,653,718,35020000040,12,6
2017,653,718,35020000045,12,1
2017,653,718,35020000048,12,5
2017,653,718,35020000055,12,1
2017,653,718,35020000065,12,1
2017,653,718,35020013030,12,7
2017,1002,718,35020000034,12,1
2017,1002,718,35020013030,12,1
2018,480,718,35020000007,9,266
2018,480,718,35020000008,9,8
2018,480,718,35020000030,9,15
2018,122,718,35020000030,10,20
2018,122,718,35020000041,10,3
2018,122,718,35020000060,10,11
2018,480,718,35020000007,10,119
2018,480,718,35020000008,10,4
2018,480,718,35020000030,10,9
2018,653,718,35020000007,10,37
2018,653,718,35020000030,10,34
2018,653,718,35020000060,10,3
2018,122,718,35020000030,11,15
2018,122,718,35020000041,11,5
2018,122,718,35020000060,11,9
2018,480,718,35020000007,11,41
2018,480,718,35020000008,11,5
2018,480,718,35020000030,11,13
2018,480,718,35020000040,11,8
2018,653,718,35020000007,11,16
2018,653,718,35020000030,11,16
2018,653,718,35020000040,11,2
2018,653,718,35020000045,11,2
2018,653,718,35020000048,11,2
2018,653,718,35020000060,11,8
2018,653,718,35020013030,11,2
2018,122,718,35020000030,12,12
2018,122,718,35020000041,12,5
2018,122,718,35020000048,12,1
2018,122,718,35020000060,12,10
2018,480,718,35020000007,12,62
2018,480,718,35020000008,12,3
2018,480,718,35020000030,12,5
2018,480,718,35020000040,12,6
2018,653,718,35020000007,12,12
2018,653,718,35020000030,12,12
2018,653,718,35020000040,12,2
2018,653,718,35020000045,12,1
2018,653,718,35020000055,12,3
2018,653,718,35020000060,12,16
2018,653,718,35020000065,12,3
2018,653,718,35020013030,12,2
2015,947,720,35020000007,9,34
2015,947,720,35020000007,10,6
2015,1002,720,35020000007,10,31
2015,1002,720,35020000060,10,23
2015,1002,720,35020000065,10,1
2015,1002,720,35020013030,10,11
2015,947,720,35020000007,11,5
2015,1002,720,35020000007,11,19
2015,1002,720,35020000060,11,15
2015,1002,720,35020000065,11,1
2015,1002,720,35020013030,11,9
2015,947,720,35020000007,12,6
2015,1002,720,35020000007,12,17
2015,1002,720,35020000060,12,12
2015,1002,720,35020000065,12,6
2015,1002,720,35020013030,12,8
2016,947,720,35020000007,9,38
2016,947,720,35020000007,10,3
2016,1002,720,35020000007,10,73
2016,1002,720,35020000060,10,4
2016,1002,720,35020013030,10,4
2016,947,720,35020000007,11,6
2016,1002,720,35020000007,11,28
2016,1002,720,35020000060,11,35
2016,1002,720,35020000065,11,8
2016,1002,720,35020013030,11,34
2016,947,720,35020000007,12,5
2016,1002,720,35020000007,12,29
2016,1002,720,35020000060,12,28
2016,1002,720,35020000065,12,6
2016,1002,720,35020013030,12,17
2017,947,720,35020000007,9,147
2017,800,720,35020000007,10,3
2017,947,720,35020000007,10,26
2017,1002,720,35020000007,10,37
2017,1002,720,35020000034,10,1
2017,1002,720,35020000041,10,1
2017,1002,720,35020000060,10,27
2017,800,720,35020000007,11,55
2017,947,720,35020000007,11,19
2017,1002,720,35020000007,11,17
2017,1002,720,35020000034,11,6
2017,1002,720,35020000041,11,6
2017,1002,720,35020000060,11,37
2017,1002,720,35020013030,11,44
2017,800,720,35020000007,12,48
2017,947,720,35020000007,12,12
2017,1002,720,35020000007,12,19
2017,1002,720,35020000034,12,20
2017,1002,720,35020000041,12,11
2017,1002,720,35020000060,12,31
2017,1002,720,35020013030,12,20
2018,947,720,35020000007,9,425
2018,800,720,35020000007,10,1
2018,947,720,35020000007,10,79
2018,1002,720,35020000007,10,27
2018,1002,720,35020013030,10,5
2018,800,720,35020000007,11,70
2018,947,720,35020000007,11,46
2018,1002,720,35020000007,11,19
2018,1002,720,35020000034,11,3
2018,1002,720,35020013030,11,18
2018,800,720,35020000007,12,63
2018,947,720,35020000007,12,37
2018,1002,720,35020000007,12,12
2018,1002,720,35020000034,12,7
2018,1002,720,35020013030,12,13
2016,480,722,35020000007,10,13
2016,480,722,35020000007,11,8
2016,480,722,35020000007,12,19
2017,480,722,35020000007,10,210
2017,480,722,35020000007,11,82
2017,480,722,35020000007,12,90
2018,480,722,35020000007,10,143
2018,480,722,35020000060,10,9
2018,480,722,35020000007,11,68
2018,480,722,35020000060,11,4
2018,480,722,35020000007,12,82
2018,480,722,35020000060,12,14
2015,1002,725,35020000030,10,17
2015,1002,725,35020000030,11,34
2015,1002,725,35020000030,12,29
2016,1050,725,35020000007,9,25
2016,1002,725,35020000030,10,41
2016,1050,725,35020000007,10,20
2016,1050,725,35020000035,10,1
2016,1002,725,35020000030,11,10
2016,1050,725,35020000007,11,7
2016,1002,725,35020000030,12,50
2017,1050,725,35020000007,9,32
2017,1002,725,35020000030,10,38
2017,1050,725,35020000007,10,13
2017,1050,725,35020000030,10,4
2017,1050,725,35020000040,10,2
2017,1050,725,35020013030,10,6
2017,1050,725,35020013040,10,4
2017,1002,725,35020000030,11,36
2017,1050,725,35020000007,11,7
2017,1050,725,35020000030,11,2
2017,1050,725,35020000040,11,1
2017,1050,725,35020013030,11,5
2017,1050,725,35020013040,11,2
2017,1002,725,35020000030,12,30
2017,1050,725,35020000007,12,3
2017,1050,725,35020013030,12,1
2018,1050,725,35020000007,9,36
2018,1002,725,35020000030,10,46
2018,1002,725,35020000060,10,26
2018,1050,725,35020000007,10,31
2018,1050,725,35020000035,10,16
2018,1050,725,35020000040,10,7
2018,1050,725,35020000045,10,5
2018,1050,725,35020000055,10,3
2018,1002,725,35020000030,11,25
2018,1002,725,35020000060,11,16
2018,1002,725,35020013030,11,1
2018,1050,725,35020000007,11,22
2018,1050,725,35020000035,11,4
2018,1050,725,35020000040,11,4
2018,1050,725,35020000045,11,10
2018,1050,725,35020000055,11,8
2018,1002,725,35020000030,12,32
2018,1002,725,35020000060,12,22
2018,1002,725,35020013030,12,1
2018,1050,725,35020000007,12,5
2018,1050,725,35020000035,12,2
2018,1050,725,35020000040,12,1
2018,1050,725,35020000045,12,6
2018,1050,725,35020000055,12,6
2015,122,730,35020000007,10,1
2015,1222,730,35020000007,10,2
2015,122,730,35020000007,11,2
2015,308,730,35020000030,11,15
2015,1222,730,35020000007,11,10
2015,122,730,35020000007,12,7
2015,308,730,35020000030,12,17
2015,308,730,35020000060,12,2
2015,1222,730,35020000007,12,16
2016,122,730,35020000007,9,1
2016,122,730,35020000007,10,1
2016,1050,730,35020000007,10,4
2016,122,730,35020000007,11,2
2016,308,730,35020000030,11,7
2016,1050,730,35020000007,11,1
2016,122,730,35020000007,12,14
2016,308,730,35020000030,12,19
2016,308,730,35020000060,12,4
2016,1050,730,35020000060,12,1
2017,1222,730,35020000007,9,5
2017,1050,730,35020000007,10,5
2017,1222,730,35020000007,10,6
2017,308,730,35020000030,11,7
2017,1050,730,35020000007,11,7
2017,1222,730,35020000007,11,5
2017,308,730,35020000030,12,10
2017,308,730,35020000060,12,5
2017,1050,730,35020000007,12,5
2017,1222,730,35020000007,12,4
2018,122,730,35020000007,9,2
2018,122,730,35020000007,10,1
2018,1050,730,35020000007,10,2
2018,122,730,35020000007,11,10
2018,308,730,35020000030,11,21
2018,308,730,35020000060,11,25
2018,1050,730,35020000007,11,3
2018,1222,730,35020000007,11,1
2018,122,730,35020000007,12,12
2018,308,730,35020000030,12,24
2018,308,730,35020000060,12,18
2018,1050,730,35020000007,12,3
2016,947,740,35020000035,10,17
2016,947,740,35020000035,11,8
2016,947,740,35020000035,12,9
2017,947,740,35020000007,10,17
2017,947,740,35020000035,10,13
2017,947,740,35020000007,11,20
2017,947,740,35020000035,11,3
2017,947,740,35020000007,12,6
2017,947,740,35020000035,12,9
2018,947,740,35020000030,9,17
2018,947,740,35020000045,9,3
2018,947,740,35020000060,9,4
2018,947,740,35020000007,10,25
2018,947,740,35020000030,10,5
2018,947,740,35020000045,10,2
2018,947,740,35020000060,10,6
2018,947,740,35020000007,11,13
2018,947,740,35020000030,11,4
2018,947,740,35020000035,11,6
2018,947,740,35020000045,11,1
2018,947,740,35020000060,11,3
2018,947,740,35020000007,12,9
2018,947,740,35020000030,12,2
2018,947,740,35020000035,12,9
2018,947,740,35020000045,12,2
2018,947,740,35020000060,12,1
2015,800,747,35020013030,10,3
2015,800,747,35020000045,11,1
2015,800,747,35020000055,11,1
2016,800,747,35020000045,12,1
2016,800,747,35020000048,12,1
2016,800,747,35020000055,12,1
2016,800,747,35020013030,12,1
2015,1107,748,35020000007,9,6
2015,1107,748,35020000030,9,12
2015,1107,748,35020000045,9,7
2015,1107,748,35020000048,9,1
2015,1107,748,35020000007,10,9
2015,1107,748,35020000030,10,8
2015,1107,748,35020000040,10,4
2015,1107,748,35020000045,10,3
2015,1107,748,35020000048,10,2
2015,1107,748,35020000007,11,12
2015,1107,748,35020000030,11,1
2015,1107,748,35020000040,11,1
2015,1107,748,35020000045,11,3
2015,1107,748,35020000048,11,3
2015,1107,748,35020000007,12,21
2015,1107,748,35020000030,12,4
2015,1107,748,35020000040,12,2
2015,1107,748,35020000045,12,1
2016,1107,748,35020000030,9,15
2016,1107,748,35020000045,9,23
2016,1107,748,35020000048,9,2
2016,1107,748,35020000030,10,5
2016,1107,748,35020000040,10,3
2016,1107,748,35020000045,10,8
2016,1107,748,35020000048,10,1
2016,1107,748,35020000030,11,3
2016,1107,748,35020000040,11,1
2016,1107,748,35020000045,11,7
2016,1107,748,35020000048,11,5
2016,1107,748,35020000030,12,2
2016,1107,748,35020000045,12,1
2016,1107,748,35020000048,12,1
2017,1107,748,35020000030,9,5
2017,1107,748,35020000045,9,24
2017,1107,748,35020000048,9,9
2017,1107,748,35020000030,10,6
2017,1107,748,35020000040,10,1
2017,1107,748,35020000045,10,7
2017,1107,748,35020000048,10,1
2017,1107,748,35020000030,11,3
2017,1107,748,35020000045,11,6
2017,1107,748,35020000048,11,1
2017,1107,748,35020000030,12,2
2017,1107,748,35020000045,12,2
2017,1107,748,35020000048,12,1
2018,1107,748,35020000030,9,20
2018,1107,748,35020000045,9,22
2018,1107,748,35020000048,9,1
2018,1107,748,35020000030,10,7
2018,1107,748,35020000045,10,4
2018,1107,748,35020000048,10,2
2018,1107,748,35020000030,11,7
2018,1107,748,35020000040,11,2
2018,1107,748,35020000045,11,3
2018,1107,748,35020000048,11,2
2018,1107,748,35020000030,12,1
2018,1107,748,35020000048,12,2
2015,1107,750,35020000007,10,1
2015,1107,750,35020000045,12,1
2016,1107,750,35020000045,12,1
2016,1107,750,35020013030,12,1
2016,186056,750,35020000045,12,1
2017,186056,750,35020000048,12,1
2017,186056,750,35020013030,12,1
2017,186056,750,35020013037,12,1
2017,186056,750,35020013040,12,1
2018,1107,750,35020000045,11,3
2015,1050,760,35020000007,10,6
2015,1050,760,35020000007,11,2
2015,1050,760,35020000007,12,1
2015,480,775,35020000030,12,2
2016,480,775,35020000040,12,1
2016,480,775,35020000060,12,1
2016,480,775,35020000065,12,1
2017,480,775,35020000030,12,1
2018,480,775,35020000030,12,1
2018,480,775,35020000045,12,1
2016,122,782,35020000007,10,1
2016,122,782,35020000007,11,43
2016,122,782,35020000007,12,50
2017,122,782,35020000007,9,1
2017,122,782,35020000007,10,1
2017,122,782,35020000007,11,27
2017,122,782,35020000007,12,34
2018,122,782,35020000007,11,21
2018,122,782,35020000007,12,26
2017,122,785,35020000007,9,228
2017,122,785,35020000030,9,61
2017,122,785,35020013030,9,4
2017,122,785,35020000007,10,14
2017,122,785,35020000030,10,38
2017,122,785,35020013030,10,4
2017,122,785,35020000007,11,7
2017,122,785,35020000030,11,31
2017,122,785,35020000040,11,9
2017,122,785,35020013030,11,7
2017,122,785,35020013040,11,1
2017,122,785,35020000007,12,2
2017,122,785,35020000030,12,12
2017,122,785,35020000040,12,18
2017,122,785,35020013030,12,2
2017,122,785,35020013040,12,8
2018,122,785,35020000007,9,155
2018,122,785,35020000030,9,38
2018,122,785,35020000007,10,11
2018,122,785,35020000030,10,44
2018,122,785,35020000040,10,10
2018,122,785,35020013030,10,19
2018,122,785,35020013040,10,1
2018,122,785,35020000007,11,6
2018,122,785,35020000030,11,17
2018,122,785,35020000040,11,10
2018,122,785,35020013030,11,9
2018,122,785,35020013040,11,4
2018,122,785,35020000007,12,1
2018,122,785,35020000030,12,17
2018,122,785,35020000040,12,7
2018,122,785,35020000060,12,2
2018,122,785,35020013030,12,13
2015,122,789,35020000030,10,4
2015,122,789,35020000030,11,23
2015,122,789,35020000030,12,24
2016,122,789,35020000030,10,1
2016,122,789,35020000030,11,16
2016,122,789,35020000030,12,19
2016,122,789,35020000060,12,1
2017,122,789,35020000007,10,11
2017,122,789,35020000030,10,5
2017,122,789,35020000060,10,53
2017,122,789,35020013030,10,1
2017,122,789,35020000007,11,10
2017,122,789,35020000030,11,27
2017,122,789,35020000060,11,35
2017,122,789,35020013030,11,19
2017,122,789,35020000007,12,13
2017,122,789,35020000030,12,34
2017,122,789,35020000060,12,62
2017,122,789,35020013030,12,17
2018,122,789,35020000007,10,126
2018,122,789,35020000030,10,12
2018,122,789,35020000060,10,130
2018,122,789,35020013030,10,2
2018,122,789,35020000007,11,58
2018,122,789,35020000030,11,30
2018,122,789,35020000040,11,2
2018,122,789,35020000060,11,78
2018,122,789,35020013030,11,13
2018,122,789,35020000007,12,49
2018,122,789,35020000030,12,58
2018,122,789,35020000040,12,18
2018,122,789,35020000060,12,63
2018,122,789,35020013030,12,24
2018,122,789,35020013040,12,12
2015,186357,800,35020000030,9,26
2015,186357,800,35020000040,9,4
2015,186357,800,35020000045,9,5
2015,186357,800,35020000030,10,7
2015,186357,800,35020000040,10,1
2015,186357,800,35020000030,11,5
2015,186357,800,35020000040,11,1
2015,186357,800,35020000030,12,2
2015,186357,800,35020000040,12,2
2016,186357,800,35020000007,9,27
2016,186357,800,35020000030,9,10
2016,186357,800,35020000045,9,2
2016,186357,800,35020000007,10,26
2016,186357,800,35020000030,10,8
2016,186357,800,35020000041,10,1
2016,186357,800,35020000007,11,25
2016,186357,800,35020000030,11,6
2016,186357,800,35020000007,12,9
2016,186357,800,35020000030,12,4
2017,186357,800,35020000007,9,28
2017,186357,800,35020000030,9,21
2017,186357,800,35020000045,9,7
2017,186357,800,35020000048,9,26
2017,186357,800,35020000007,10,12
2017,186357,800,35020000030,10,13
2017,186357,800,35020000045,10,7
2017,186357,800,35020000048,10,12
2017,186357,800,35020000007,11,15
2017,186357,800,35020000030,11,19
2017,186357,800,35020000045,11,3
2017,186357,800,35020000048,11,13
2017,186357,800,35020000007,12,18
2017,186357,800,35020000030,12,10
2017,186357,800,35020000045,12,3
2017,186357,800,35020000048,12,4
2018,186357,800,35020000030,9,15
2018,186357,800,35020000034,9,1
2018,186357,800,35020000035,9,24
2018,186357,800,35020000045,9,31
2018,186357,800,35020000048,9,30
2018,186357,800,35020000060,9,10
2018,186357,800,35020000030,10,7
2018,186357,800,35020000034,10,2
2018,186357,800,35020000035,10,13
2018,186357,800,35020000045,10,12
2018,186357,800,35020000048,10,17
2018,186357,800,35020000060,10,11
2018,186357,800,35020000030,11,11
2018,186357,800,35020000034,11,5
2018,186357,800,35020000035,11,17
2018,186357,800,35020000045,11,10
2018,186357,800,35020000048,11,19
2018,186357,800,35020000060,11,10
2018,186357,800,35020000030,12,7
2018,186357,800,35020000034,12,2
2018,186357,800,35020000035,12,3
2018,186357,800,35020000045,12,4
2018,186357,800,35020000048,12,15
2018,186357,800,35020000060,12,7
2016,653,820,35020000030,10,1
